,ID,Age,Income,Sex_Female,Sex_Male,Marital status_non-single,Marital status_single,Education_graduate school,Education_high school,Education_other / unknown,Education_university,Occupation_management / self-employed,Occupation_official,Occupation_unemployed,Settlement size_big city,Settlement size_mid-sized city,Settlement size_small city
707,100000708,25,124539,1,0,1,0,0,1,0,0,0,1,0,0,1,0
708,100000709,25,107614,1,0,1,0,0,1,0,0,0,1,0,0,1,0
709,100000710,37,88849,0,1,0,1,0,1,0,0,0,0,1,0,0,1
710,100000711,32,148566,0,1,0,1,0,0,1,0,1,0,0,1,0,0
711,100000712,35,106515,1,0,1,0,0,1,0,0,0,1,0,1,0,0
712,100000713,46,150465,0,1,0,1,0,1,0,0,1,0,0,0,1,0
713,100000714,25,60868,0,1,0,1,0,0,1,0,0,0,1,0,0,1
714,100000715,27,255198,0,1,0,1,0,0,1,0,1,0,0,1,0,0
715,100000716,63,183178,0,1,0,1,0,0,0,1,0,1,0,0,1,0
716,100000717,40,121448,0,1,0,1,0,1,0,0,0,1,0,1,0,0
717,100000718,32,129975,0,1,0,1,0,0,1,0,1,0,0,1,0,0
718,100000719,31,132950,0,1,0,1,0,0,1,0,0,1,0,1,0,0
719,100000720,31,169314,0,1,1,0,0,1,0,0,0,1,0,0,1,0
720,100000721,34,147958,0,1,0,1,0,1,0,0,1,0,0,0,1,0
721,100000722,24,139896,1,0,1,0,0,1,0,0,0,1,0,1,0,0
722,100000723,24,68028,1,0,1,0,0,1,0,0,0,0,1,0,0,1
723,100000724,66,133328,1,0,1,0,1,0,0,0,0,0,1,0,0,1
724,100000725,21,108518,1,0,1,0,0,1,0,0,0,1,0,1,0,0
725,100000726,41,112700,1,0,1,0,0,0,0,1,0,0,1,0,0,1
726,100000727,47,110190,0,1,1,0,0,0,0,1,0,0,1,0,0,1
727,100000728,25,105104,1,0,1,0,0,1,0,0,0,1,0,0,1,0
728,100000729,59,184753,1,0,1,0,0,0,0,1,0,1,0,0,1,0
729,100000730,36,162521,0,1,1,0,0,1,0,0,0,1,0,1,0,0
730,100000731,33,156794,0,1,0,1,0,1,0,0,0,1,0,0,1,0
731,100000732,21,65827,0,1,0,1,0,0,1,0,0,0,1,0,0,1
732,100000733,44,88490,1,0,1,0,0,0,0,1,0,0,1,0,0,1
733,100000734,28,154919,1,0,1,0,0,1,0,0,0,1,0,1,0,0
734,100000735,37,129058,1,0,1,0,0,1,0,0,0,1,0,0,0,1
735,100000736,29,77532,1,0,1,0,0,1,0,0,0,0,1,0,0,1
736,100000737,23,235417,1,0,1,0,0,1,0,0,1,0,0,1,0,0
737,100000738,35,113468,0,1,0,1,0,1,0,0,0,0,1,0,0,1
738,100000739,45,190803,0,1,0,1,0,1,0,0,1,0,0,1,0,0
739,100000740,26,121423,1,0,1,0,0,1,0,0,0,0,1,0,0,1
740,100000741,32,121347,0,1,0,1,0,0,1,0,0,1,0,0,1,0
741,100000742,23,67408,0,1,0,1,0,0,1,0,0,0,1,0,0,1
742,100000743,41,123043,0,1,0,1,0,1,0,0,0,1,0,0,1,0
743,100000744,22,128387,0,1,0,1,0,0,1,0,0,1,0,1,0,0
744,100000745,30,250050,0,1,0,1,0,0,1,0,1,0,0,0,1,0
745,100000746,28,69588,0,1,0,1,0,0,1,0,0,0,1,0,0,1
746,100000747,23,109547,1,0,1,0,0,1,0,0,0,1,0,0,1,0
747,100000748,37,78840,1,0,1,0,0,1,0,0,0,0,1,0,0,1
748,100000749,26,131122,0,1,0,1,0,0,1,0,0,1,0,0,0,1
749,100000750,33,115403,0,1,0,1,0,1,0,0,0,1,0,0,1,0
750,100000751,49,110291,1,0,1,0,0,0,0,1,0,1,0,1,0,0
751,100000752,23,64811,1,0,1,0,0,1,0,0,0,0,1,0,0,1
752,100000753,23,86015,1,0,1,0,0,1,0,0,0,0,1,0,0,1
753,100000754,25,142438,1,0,1,0,0,1,0,0,0,1,0,1,0,0
754,100000755,55,159303,0,1,0,1,0,1,0,0,0,1,0,0,1,0
755,100000756,32,104957,1,0,1,0,0,1,0,0,0,1,0,0,1,0
756,100000757,74,89502,0,1,0,1,0,0,0,1,0,0,1,0,0,1
757,100000758,39,121313,0,1,0,1,0,1,0,0,0,1,0,0,1,0
758,100000759,31,98102,0,1,0,1,0,0,1,0,0,1,0,0,0,1
759,100000760,35,94554,0,1,0,1,0,1,0,0,0,1,0,0,1,0
760,100000761,59,162591,1,0,1,0,0,0,0,1,0,1,0,0,1,0
761,100000762,24,106629,1,0,1,0,0,1,0,0,0,1,0,1,0,0
762,100000763,24,70400,0,1,0,1,0,0,1,0,0,0,1,0,0,1
763,100000764,30,235660,0,1,0,1,0,0,1,0,1,0,0,1,0,0
764,100000765,27,121747,0,1,1,0,0,1,0,0,0,1,0,1,0,0
765,100000766,40,85060,0,1,1,0,0,1,0,0,0,0,1,0,0,1
766,100000767,31,87630,0,1,1,0,0,1,0,0,0,0,1,0,0,1
767,100000768,31,119673,1,0,1,0,0,1,0,0,0,1,0,0,0,1
768,100000769,28,126060,0,1,0,1,0,0,1,0,0,1,0,1,0,0
769,100000770,63,96145,0,1,0,1,0,0,0,1,0,0,1,0,0,1
770,100000771,26,114830,1,0,1,0,0,1,0,0,0,1,0,0,0,1
771,100000772,25,194461,1,0,1,0,0,1,0,0,1,0,0,1,0,0
772,100000773,36,150158,0,1,0,1,0,1,0,0,1,0,0,1,0,0
773,100000774,52,136323,0,1,0,1,0,1,0,0,0,1,0,1,0,0
774,100000775,66,111858,0,1,0,1,0,0,0,1,0,0,1,0,0,1
775,100000776,25,100198,1,0,1,0,0,1,0,0,0,1,0,0,0,1
776,100000777,37,123452,0,1,0,1,0,1,0,0,0,1,0,1,0,0
777,100000778,25,120723,1,0,1,0,0,1,0,0,0,1,0,0,1,0
778,100000779,38,215639,0,1,0,1,0,1,0,0,1,0,0,0,1,0
779,100000780,67,166712,1,0,1,0,1,0,0,0,0,1,0,0,1,0
780,100000781,25,136300,0,1,0,1,0,0,1,0,0,1,0,0,1,0
781,100000782,60,166988,0,1,0,1,0,0,0,1,0,1,0,1,0,0
782,100000783,31,77265,0,1,0,1,0,0,1,0,0,0,1,0,0,1
783,100000784,23,85967,1,0,1,0,0,1,0,0,0,0,1,0,0,1
784,100000785,60,212020,0,1,1,0,0,0,0,1,1,0,0,0,0,1
785,100000786,35,126054,0,1,0,1,0,1,0,0,0,0,1,0,0,1
786,100000787,40,144589,0,1,0,1,0,1,0,0,0,1,0,0,0,1
787,100000788,38,116723,0,1,0,1,0,1,0,0,0,1,0,0,1,0
788,100000789,50,168637,0,1,0,1,0,1,0,0,0,1,0,0,1,0
789,100000790,27,139119,0,1,0,1,0,0,1,0,0,1,0,0,1,0
790,100000791,39,118610,1,0,1,0,0,0,0,1,0,1,0,1,0,0
791,100000792,41,183312,0,1,0,1,0,1,0,0,1,0,0,1,0,0
792,100000793,27,96323,0,1,1,0,0,1,0,0,0,1,0,0,0,1
793,100000794,51,149510,0,1,1,0,0,0,0,1,0,1,0,1,0,0
794,100000795,32,141922,0,1,0,1,0,0,1,0,0,1,0,1,0,0
795,100000796,22,120233,1,0,1,0,0,1,0,0,0,1,0,0,0,1
796,100000797,51,172790,0,1,0,1,0,1,0,0,0,1,0,0,1,0
797,100000798,22,66720,1,0,1,0,0,1,0,0,0,0,1,0,0,1
798,100000799,54,113024,0,1,1,0,0,0,0,1,0,1,0,0,1,0
799,100000800,35,51791,0,1,0,1,0,1,0,0,0,0,1,0,0,1
800,100000801,54,118408,0,1,0,1,0,1,0,0,0,1,0,1,0,0
801,100000802,48,101616,1,0,1,0,0,0,0,1,0,0,1,0,0,1
802,100000803,24,127250,1,0,1,0,0,1,0,0,0,1,0,0,0,1
803,100000804,35,97290,0,1,0,1,0,1,0,0,0,1,0,0,0,1
804,100000805,24,106970,1,0,1,0,0,1,0,0,0,0,1,0,0,1
805,100000806,24,168147,0,1,0,1,0,0,1,0,0,1,0,1,0,0
806,100000807,26,68468,0,1,1,0,0,1,0,0,0,0,1,0,0,1
807,100000808,65,120780,0,1,0,1,0,0,0,1,0,1,0,1,0,0
808,100000809,55,231992,0,1,0,1,0,1,0,0,1,0,0,1,0,0
809,100000810,26,53903,1,0,1,0,0,1,0,0,0,0,1,0,0,1
810,100000811,26,101511,0,1,1,0,0,1,0,0,0,1,0,1,0,0
811,100000812,28,69046,0,1,1,0,0,1,0,0,0,0,1,0,0,1
812,100000813,24,171584,0,1,0,1,0,0,1,0,0,1,0,0,1,0
813,100000814,54,132367,0,1,0,1,0,1,0,0,0,1,0,1,0,0
814,100000815,46,134433,0,1,0,1,0,1,0,0,0,1,0,1,0,0
815,100000816,54,190518,1,0,1,0,0,0,0,1,0,1,0,0,0,1
816,100000817,62,152367,0,1,1,0,0,0,0,1,0,1,0,0,1,0
817,100000818,24,101157,1,0,1,0,0,1,0,0,0,1,0,0,1,0
818,100000819,43,279593,0,1,1,0,0,0,0,1,1,0,0,1,0,0
819,100000820,26,96716,0,1,1,0,0,1,0,0,0,1,0,1,0,0
820,100000821,27,95171,0,1,1,0,0,1,0,0,0,1,0,0,0,1
821,100000822,24,129162,0,1,1,0,0,1,0,0,0,1,0,1,0,0
822,100000823,41,118742,0,1,0,1,0,1,0,0,0,1,0,0,0,1
823,100000824,47,74511,0,1,0,1,0,1,0,0,0,0,1,0,0,1
824,100000825,35,157272,0,1,1,0,0,1,0,0,1,0,0,0,1,0
825,100000826,30,102374,0,1,1,0,0,1,0,0,0,1,0,0,0,1
826,100000827,33,131492,1,0,1,0,0,1,0,0,0,1,0,0,0,1
827,100000828,36,128702,0,1,0,1,0,1,0,0,0,1,0,1,0,0
828,100000829,47,177509,0,1,0,1,0,1,0,0,0,1,0,1,0,0
829,100000830,38,163451,0,1,0,1,0,1,0,0,0,1,0,0,1,0
830,100000831,44,144900,0,1,0,1,0,1,0,0,0,1,0,0,1,0
831,100000832,23,97115,1,0,1,0,0,1,0,0,0,1,0,1,0,0
832,100000833,29,196568,0,1,0,1,0,0,1,0,0,1,0,1,0,0
833,100000834,42,158405,1,0,1,0,0,0,0,1,0,1,0,0,0,1
834,100000835,25,97376,1,0,1,0,0,1,0,0,0,0,1,0,0,1
835,100000836,48,108678,0,1,0,1,0,1,0,0,0,1,0,0,1,0
836,100000837,21,92351,1,0,1,0,0,1,0,0,0,1,0,0,0,1
837,100000838,23,61211,1,0,1,0,0,1,0,0,0,0,1,0,0,1
838,100000839,63,138644,0,1,0,1,0,0,0,1,0,1,0,0,0,1
839,100000840,46,124824,0,1,1,0,0,0,0,1,0,1,0,1,0,0
840,100000841,29,132852,0,1,0,1,0,0,1,0,0,1,0,0,0,1
841,100000842,28,81069,0,1,0,1,0,0,1,0,0,0,1,0,0,1
842,100000843,23,104094,1,0,1,0,0,1,0,0,0,1,0,1,0,0
843,100000844,50,114853,0,1,0,1,0,1,0,0,0,1,0,0,0,1
844,100000845,47,130344,0,1,0,1,0,1,0,0,0,1,0,1,0,0
845,100000846,35,135090,0,1,0,1,0,1,0,0,0,1,0,0,0,1
846,100000847,68,179151,0,1,0,1,0,0,0,1,0,1,0,1,0,0
847,100000848,28,97390,0,1,1,0,0,1,0,0,0,1,0,0,1,0
848,100000849,59,120160,0,1,0,1,0,0,0,1,0,1,0,0,0,1
849,100000850,57,82277,0,1,0,1,0,0,0,1,0,0,1,0,0,1
850,100000851,33,110844,0,1,1,0,0,1,0,0,0,1,0,1,0,0
851,100000852,43,133105,0,1,0,1,0,1,0,0,0,1,0,0,0,1
852,100000853,35,102042,0,1,0,1,0,1,0,0,0,1,0,0,0,1
853,100000854,32,69370,0,1,0,1,0,0,1,0,0,0,1,0,0,1
854,100000855,45,200298,0,1,0,1,0,1,0,0,0,1,0,0,1,0
855,100000856,33,117039,0,1,1,0,0,1,0,0,0,1,0,1,0,0
856,100000857,40,107585,1,0,1,0,0,0,0,1,0,1,0,1,0,0
857,100000858,28,114429,0,1,0,1,0,0,1,0,0,1,0,0,0,1
858,100000859,29,128234,1,0,1,0,0,1,0,0,0,1,0,1,0,0
859,100000860,26,128580,0,1,0,1,0,0,1,0,0,1,0,1,0,0
860,100000861,27,177757,0,1,0,1,0,0,1,0,0,1,0,0,1,0
861,100000862,28,106222,0,1,1,0,0,1,0,0,0,1,0,0,0,1
862,100000863,35,118428,1,0,1,0,0,1,0,0,0,1,0,1,0,0
863,100000864,32,139477,0,1,0,1,0,0,1,0,0,0,1,0,0,1
864,100000865,25,71159,0,1,0,1,0,0,1,0,0,0,1,0,0,1
865,100000866,20,131370,1,0,1,0,0,1,0,0,0,1,0,1,0,0
866,100000867,27,111567,1,0,1,0,0,1,0,0,0,1,0,1,0,0
867,100000868,42,125482,0,1,0,1,0,1,0,0,0,1,0,1,0,0
868,100000869,37,160642,0,1,0,1,0,1,0,0,0,1,0,1,0,0
869,100000870,24,92498,1,0,1,0,0,1,0,0,0,1,0,0,0,1
870,100000871,40,199711,1,0,1,0,0,0,0,1,0,1,0,1,0,0
871,100000872,46,127588,0,1,0,1,0,1,0,0,0,1,0,1,0,0
872,100000873,26,107508,0,1,0,1,0,0,1,0,0,1,0,1,0,0
873,100000874,24,94629,1,0,1,0,0,1,0,0,0,1,0,1,0,0
874,100000875,29,87598,0,1,0,1,0,0,1,0,0,0,1,1,0,0
875,100000876,40,161194,1,0,1,0,0,0,0,1,0,1,0,0,1,0
876,100000877,36,137342,0,1,0,1,0,1,0,0,1,0,0,1,0,0
877,100000878,28,116848,0,1,0,1,0,0,1,0,0,1,0,0,1,0
878,100000879,27,125190,0,1,0,1,0,0,1,0,1,0,0,0,1,0
879,100000880,36,153441,0,1,0,1,0,1,0,0,0,1,0,0,0,1
880,100000881,38,195328,0,1,0,1,0,1,0,0,1,0,0,1,0,0
881,100000882,48,190413,0,1,1,0,0,0,0,1,0,1,0,0,0,1
882,100000883,36,118656,0,1,0,1,0,1,0,0,0,1,0,0,1,0
883,100000884,65,69487,1,0,1,0,1,0,0,0,0,0,1,0,0,1
884,100000885,43,145313,0,1,1,0,0,0,0,1,0,1,0,0,1,0
885,100000886,53,117005,1,0,1,0,0,0,0,1,0,1,0,0,1,0
886,100000887,34,123243,0,1,0,1,0,1,0,0,0,1,0,0,1,0
887,100000888,23,237799,0,1,0,1,0,0,1,0,0,1,0,0,1,0
888,100000889,34,180617,0,1,0,1,0,1,0,0,1,0,0,1,0,0
889,100000890,40,167019,0,1,0,1,0,1,0,0,0,1,0,0,0,1
890,100000891,43,147745,0,1,0,1,0,1,0,0,1,0,0,1,0,0
891,100000892,46,114254,0,1,0,1,0,1,0,0,0,1,0,0,1,0
892,100000893,38,81155,0,1,0,1,0,1,0,0,0,0,1,0,0,1
893,100000894,34,151803,0,1,0,1,0,1,0,0,0,1,0,1,0,0
894,100000895,29,94356,0,1,0,1,0,0,1,0,0,1,0,1,0,0
895,100000896,31,200621,0,1,0,1,0,0,1,0,1,0,0,1,0,0
896,100000897,28,144448,1,0,1,0,0,1,0,0,1,0,0,0,1,0
897,100000898,35,150797,1,0,1,0,0,1,0,0,0,1,0,0,0,1
898,100000899,33,84404,1,0,1,0,0,1,0,0,0,0,1,0,0,1
899,100000900,42,133373,0,1,0,1,0,1,0,0,0,1,0,1,0,0
900,100000901,43,119502,0,1,0,1,0,1,0,0,0,1,0,1,0,0
901,100000902,44,131619,0,1,1,0,0,0,0,1,0,1,0,0,0,1
902,100000903,42,194084,0,1,0,1,0,1,0,0,0,1,0,1,0,0
903,100000904,40,108278,0,1,1,0,0,1,0,0,0,1,0,0,1,0
904,100000905,36,130987,0,1,0,1,0,1,0,0,1,0,0,0,1,0
905,100000906,20,116582,0,1,0,1,0,0,1,0,1,0,0,1,0,0
906,100000907,24,85270,0,1,0,1,0,0,1,0,0,0,1,0,0,1
907,100000908,27,129227,0,1,1,0,0,1,0,0,0,1,0,0,0,1
908,100000909,46,108291,1,0,1,0,0,0,0,1,0,0,1,0,0,1
909,100000910,33,103091,1,0,1,0,0,1,0,0,0,0,1,0,0,1
910,100000911,34,136975,1,0,1,0,0,1,0,0,0,1,0,0,1,0
911,100000912,25,111502,1,0,1,0,0,1,0,0,0,0,1,0,0,1
912,100000913,25,124750,1,0,1,0,0,1,0,0,0,1,0,0,1,0
913,100000914,28,146463,0,1,1,0,0,1,0,0,0,1,0,1,0,0
914,100000915,31,115075,0,1,0,1,0,0,1,0,0,1,0,0,0,1
915,100000916,32,308491,1,0,1,0,0,1,0,0,1,0,0,0,1,0
916,100000917,32,126368,0,1,0,1,0,0,1,0,0,1,0,0,0,1
917,100000918,68,287247,0,1,0,1,0,0,0,1,1,0,0,1,0,0
918,100000919,33,125535,0,1,1,0,0,1,0,0,0,1,0,1,0,0
919,100000920,39,153223,0,1,0,1,0,1,0,0,1,0,0,1,0,0
920,100000921,28,106873,1,0,1,0,0,1,0,0,0,1,0,0,1,0
921,100000922,37,268906,0,1,0,1,0,1,0,0,1,0,0,0,1,0
922,100000923,22,97757,1,0,1,0,0,1,0,0,0,1,0,1,0,0
923,100000924,30,112151,0,1,0,1,0,0,1,0,0,1,0,0,1,0
924,100000925,55,172909,0,1,1,0,0,0,0,1,0,1,0,0,0,1
925,100000926,46,103387,0,1,0,1,0,1,0,0,0,1,0,0,1,0
926,100000927,21,93916,1,0,1,0,0,1,0,0,0,1,0,1,0,0
927,100000928,39,189963,0,1,0,1,0,1,0,0,0,1,0,1,0,0
928,100000929,58,124191,0,1,0,1,0,0,0,1,0,1,0,0,0,1
929,100000930,43,77205,0,1,0,1,0,1,0,0,0,0,1,0,0,1
930,100000931,24,65917,0,1,0,1,0,0,1,0,0,0,1,0,0,1
931,100000932,22,109676,1,0,1,0,0,1,0,0,0,1,0,0,0,1
932,100000933,30,95682,0,1,0,1,0,0,1,0,0,1,0,1,0,0
933,100000934,42,125516,0,1,0,1,0,1,0,0,0,1,0,1,0,0
934,100000935,23,99822,1,0,1,0,0,1,0,0,0,1,0,0,0,1
935,100000936,30,154854,0,1,0,1,0,0,1,0,1,0,0,0,1,0
936,100000937,28,84582,1,0,1,0,0,1,0,0,0,0,1,0,0,1
937,100000938,30,145800,0,1,1,0,0,1,0,0,1,0,0,0,0,1
938,100000939,42,162869,0,1,0,1,0,1,0,0,0,1,0,0,1,0
939,100000940,46,192379,0,1,0,1,0,1,0,0,1,0,0,1,0,0
940,100000941,45,159757,0,1,0,1,0,1,0,0,1,0,0,1,0,0
941,100000942,31,69571,0,1,0,1,0,0,1,0,0,0,1,0,0,1
942,100000943,31,93648,0,1,0,1,0,0,1,0,0,1,0,1,0,0
943,100000944,42,77472,0,1,0,1,0,1,0,0,0,0,1,0,0,1
944,100000945,46,121501,1,0,1,0,0,0,0,1,0,1,0,0,0,1
945,100000946,30,207262,1,0,1,0,0,1,0,0,0,1,0,0,0,1
946,100000947,30,143082,0,1,0,1,0,0,1,0,0,1,0,1,0,0
947,100000948,38,147760,0,1,0,1,0,1,0,0,1,0,0,0,1,0
948,100000949,43,82082,0,1,1,0,0,0,0,1,0,0,1,0,0,1
949,100000950,31,132991,0,1,0,1,0,0,1,0,0,1,0,0,1,0
950,100000951,40,78436,0,1,1,0,0,1,0,0,0,0,1,0,0,1
951,100000952,24,99737,0,1,0,1,0,0,1,0,0,1,0,1,0,0
952,100000953,28,164915,1,0,1,0,0,1,0,0,0,1,0,0,0,1
953,100000954,26,223185,1,0,1,0,0,1,0,0,1,0,0,0,1,0
954,100000955,29,108400,1,0,1,0,0,1,0,0,0,1,0,1,0,0
955,100000956,57,194882,1,0,1,0,0,0,0,1,1,0,0,0,1,0
956,100000957,49,122186,0,1,0,1,0,1,0,0,0,0,1,0,0,1
957,100000958,37,79594,0,1,0,1,0,1,0,0,0,0,1,0,0,1
958,100000959,45,104355,0,1,0,1,0,1,0,0,0,0,1,0,0,1
959,100000960,30,135894,0,1,0,1,0,0,1,0,0,1,0,1,0,0
960,100000961,30,103699,0,1,1,0,0,1,0,0,0,1,0,0,1,0
961,100000962,47,132145,0,1,1,0,0,0,0,1,0,1,0,0,1,0
962,100000963,29,117272,0,1,0,1,0,0,1,0,0,1,0,1,0,0
963,100000964,35,137932,0,1,0,1,0,1,0,0,0,1,0,0,0,1
964,100000965,22,63972,0,1,1,0,0,1,0,0,0,0,1,0,0,1
965,100000966,26,113299,1,0,1,0,0,1,0,0,0,1,0,1,0,0
966,100000967,23,108540,0,1,0,1,0,0,1,0,0,0,1,0,0,1
967,100000968,54,174424,1,0,1,0,0,0,0,1,1,0,0,1,0,0
968,100000969,29,154991,0,1,1,0,0,1,0,0,0,1,0,1,0,0
969,100000970,40,99723,0,1,0,1,0,1,0,0,0,0,1,0,0,1
970,100000971,22,114584,0,1,0,1,0,0,1,0,0,1,0,1,0,0
971,100000972,43,135275,0,1,0,1,0,1,0,0,0,0,1,0,0,1
972,100000973,29,41680,1,0,1,0,0,1,0,0,0,0,1,0,0,1
973,100000974,36,158769,0,1,0,1,0,1,0,0,0,1,0,0,1,0
974,100000975,33,120596,1,0,1,0,0,1,0,0,0,1,0,0,0,1
975,100000976,57,139641,1,0,1,0,0,0,0,1,0,0,1,0,0,1
976,100000977,64,134377,1,0,1,0,1,0,0,0,0,1,0,0,0,1
977,100000978,42,125804,0,1,0,1,0,1,0,0,0,1,0,1,0,0
978,100000979,47,91858,0,1,0,1,0,1,0,0,0,0,1,0,0,1
979,100000980,25,117641,0,1,1,0,0,1,0,0,0,1,0,1,0,0
980,100000981,49,188594,0,1,0,1,0,1,0,0,0,1,0,0,1,0
981,100000982,33,162827,0,1,0,1,0,1,0,0,1,0,0,1,0,0
982,100000983,28,178991,1,0,1,0,0,1,0,0,1,0,0,1,0,0
983,100000984,26,159739,0,1,0,1,0,0,1,0,0,1,0,0,1,0
984,100000985,30,73401,0,1,0,1,0,0,1,0,0,0,1,0,0,1
985,100000986,25,100794,1,0,1,0,0,1,0,0,0,1,0,1,0,0
986,100000987,33,167763,0,1,1,0,0,1,0,0,0,1,0,0,1,0
987,100000988,64,145174,1,0,1,0,1,0,0,0,0,1,0,0,0,1
988,100000989,29,176292,0,1,0,1,0,0,1,0,1,0,0,0,1,0
989,100000990,48,94024,0,1,0,1,0,1,0,0,0,0,1,0,0,1
990,100000991,37,93740,0,1,0,1,0,1,0,0,0,0,1,0,0,1
991,100000992,34,85685,0,1,0,1,0,1,0,0,0,0,1,0,0,1
992,100000993,23,69997,0,1,1,0,0,1,0,0,0,0,1,0,0,1
993,100000994,30,151938,0,1,0,1,0,0,1,0,1,0,0,1,0,0
994,100000995,50,122830,0,1,0,1,0,1,0,0,0,1,0,0,1,0
995,100000996,31,78489,1,0,1,0,0,1,0,0,0,0,1,0,0,1
996,100000997,40,161999,0,1,1,0,0,1,0,0,1,0,0,0,1,0
997,100000998,38,98032,0,1,0,1,0,1,0,0,0,1,0,1,0,0
998,100000999,23,96060,0,1,0,1,0,0,1,0,0,1,0,0,0,1
999,100001000,27,147968,0,1,0,1,0,0,1,0,0,1,0,0,1,0
1000,100001001,63,134853,1,0,1,0,0,0,0,1,0,1,0,0,1,0
1001,100001002,66,157576,0,1,0,1,0,0,0,1,1,0,0,1,0,0
1002,100001003,43,203738,0,1,1,0,0,0,0,1,1,0,0,0,1,0
1003,100001004,44,280570,0,1,1,0,0,0,0,1,1,0,0,1,0,0
1004,100001005,65,69487,0,1,1,0,1,0,0,0,0,0,1,1,0,0
1005,100001006,73,214126,1,0,1,0,1,0,0,0,1,0,0,0,1,0
1006,100001007,60,136671,0,1,0,1,0,0,0,1,0,1,0,0,1,0
1007,100001008,62,174337,0,1,1,0,0,0,0,1,0,1,0,0,1,0
1008,100001009,58,126710,1,0,1,0,0,0,0,1,0,1,0,0,1,0
1009,100001010,43,167139,1,0,1,0,0,0,0,1,1,0,0,1,0,0
1010,100001011,64,122094,0,1,0,1,0,0,0,1,0,1,0,1,0,0
1011,100001012,37,170113,0,1,1,0,1,0,0,0,1,0,0,1,0,0
1012,100001013,46,192698,1,0,1,0,0,0,0,1,1,0,0,0,1,0
1013,100001014,57,144197,0,1,1,0,0,0,0,1,0,1,0,1,0,0
1014,100001015,51,133623,0,1,1,0,0,0,0,1,0,1,0,0,1,0
1015,100001016,32,171052,1,0,1,0,1,0,0,0,1,0,0,1,0,0
1016,100001017,64,130492,0,1,0,1,0,0,0,1,0,1,0,1,0,0
1017,100001018,68,135705,0,1,0,1,0,0,0,1,0,1,0,0,1,0
1018,100001019,55,171804,1,0,1,0,0,0,0,1,1,0,0,1,0,0
1019,100001020,73,192167,0,1,0,1,0,0,0,1,1,0,0,0,1,0
1020,100001021,34,134377,1,0,1,0,1,0,0,0,0,1,0,1,0,0
1021,100001022,44,146716,0,1,1,0,0,0,0,1,0,1,0,0,1,0
1022,100001023,58,267872,0,1,0,1,0,0,0,1,0,1,0,0,1,0
1023,100001024,65,142193,1,0,1,0,0,0,0,1,0,0,1,0,1,0
1024,100001025,56,183765,1,0,1,0,0,0,0,1,0,1,0,0,1,0
1025,100001026,42,218664,1,0,1,0,0,0,0,1,1,0,0,1,0,0
1026,100001027,65,145174,1,0,1,0,1,0,0,0,0,1,0,1,0,0
1027,100001028,72,224961,0,1,0,1,0,0,0,1,1,0,0,1,0,0
1028,100001029,45,262634,1,0,1,0,0,0,0,1,1,0,0,1,0,0
1029,100001030,68,287106,0,1,0,1,0,0,0,1,1,0,0,1,0,0
1030,100001031,60,166298,0,1,0,1,0,0,0,1,1,0,0,0,1,0
1031,100001032,30,133328,1,0,1,0,1,0,0,0,0,0,1,1,0,0
1032,100001033,63,129798,0,1,0,1,0,0,0,1,0,1,0,0,1,0
1033,100001034,57,281084,0,1,0,1,0,0,0,1,1,0,0,0,1,0
1034,100001035,46,160678,1,0,1,0,0,0,0,1,0,1,0,1,0,0
1035,100001036,70,167532,1,0,1,0,1,0,0,0,0,1,0,0,1,0
1036,100001037,65,178591,0,1,0,1,0,0,0,1,0,1,0,1,0,0
1037,100001038,63,273063,0,1,0,1,0,0,0,1,1,0,0,1,0,0
1038,100001039,54,149410,0,1,1,0,0,0,0,1,0,1,0,1,0,0
1039,100001040,49,124658,0,1,1,0,0,0,0,1,0,1,0,1,0,0
1040,100001041,64,153645,1,0,1,0,0,0,0,1,0,1,0,1,0,0
1041,100001042,61,308529,1,0,1,0,0,0,0,1,1,0,0,1,0,0
1042,100001043,57,155062,1,0,1,0,0,0,0,1,0,1,0,1,0,0
1043,100001044,42,199654,1,0,1,0,0,0,0,1,0,1,0,1,0,0
1044,100001045,62,124723,0,1,0,1,0,0,0,1,0,1,0,1,0,0
1045,100001046,41,127752,1,0,1,0,0,0,0,1,0,1,0,1,0,0
1046,100001047,51,157595,1,0,1,0,0,0,0,1,1,0,0,0,1,0
1047,100001048,38,135534,1,0,1,0,0,0,0,1,0,1,0,1,0,0
1048,100001049,56,166264,1,0,1,0,0,0,0,1,1,0,0,1,0,0
1049,100001050,43,147259,1,0,1,0,0,0,0,1,0,1,0,0,1,0
1050,100001051,48,161116,1,0,1,0,0,0,0,1,0,1,0,0,1,0
1051,100001052,61,139380,0,1,0,1,0,0,0,1,0,1,0,0,1,0
1052,100001053,48,213768,0,1,1,0,0,0,0,1,1,0,0,1,0,0
1053,100001054,68,125903,0,1,0,1,0,0,0,1,0,1,0,1,0,0
1054,100001055,62,163940,1,0,1,0,0,0,0,1,0,1,0,0,1,0
1055,100001056,56,173378,1,0,1,0,0,0,0,1,1,0,0,1,0,0
1056,100001057,53,126847,1,0,1,0,0,0,0,1,0,1,0,0,1,0
1057,100001058,33,166712,0,1,1,0,1,0,0,0,0,1,0,1,0,0
1058,100001059,60,189166,1,0,1,0,0,0,0,1,0,1,0,0,1,0
1059,100001060,47,161714,1,0,1,0,0,0,0,1,0,1,0,0,1,0
1060,100001061,25,214364,0,1,1,0,1,0,0,0,1,0,0,1,0,0
